,Age,KM,Weight,HP,MetColor,CC,Doors,Price
499,53.0,57948,1025.0,97,1,1400.0,3,9950
500,51.0,57645,1080.0,110,0,1600.0,5,9700
501,47.0,57500,1105.0,110,1,1600.0,4,11950
502,53.0,57475,1040.0,110,0,1600.0,3,9900
503,55.0,56743,1045.0,110,0,1600.0,3,9990
504,48.0,56675,1025.0,97,1,1400.0,3,9475
505,54.0,55877,1075.0,110,1,1600.0,5,11500
506,53.0,55500,1035.0,110,1,1600.0,4,11950
507,55.0,54900,1060.0,97,1,1400.0,5,11500
508,50.0,54465,1075.0,110,0,1600.0,5,10500
509,46.0,53700,1060.0,97,1,1400.0,5,10900
510,52.0,53561,1060.0,97,1,1400.0,5,11700
511,51.0,53408,1080.0,110,1,1600.0,5,11900
512,51.0,53268,1080.0,110,1,1600.0,5,13950
513,49.0,53116,1025.0,97,1,1400.0,3,10950
514,56.0,52448,1025.0,97,0,1400.0,3,10500
515,55.0,52149,1085.0,97,1,1400.0,3,10750
516,55.0,52141,1070.0,110,1,1600.0,5,11950
517,56.0,52000,1025.0,97,0,1400.0,3,10000
518,48.0,50967,1060.0,97,1,1400.0,5,10495
519,50.0,50400,1080.0,110,0,1600.0,5,11450
520,54.0,50000,1025.0,97,1,1400.0,3,9400
521,51.0,50000,1045.0,86,1,1300.0,5,11950
522,53.0,49969,1075.0,110,0,1600.0,5,9650
523,49.0,49568,1105.0,110,1,1600.0,3,18950
524,51.0,49473,1055.0,110,0,1600.0,3,11450
525,52.0,49432,1050.0,110,1,1600.0,3,10250
526,48.0,49417,1045.0,110,1,1600.0,3,11450
527,54.0,49366,1025.0,97,1,1400.0,3,9950
528,56.0,48731,1055.0,110,1,1600.0,3,10500
529,54.0,48370,1080.0,110,1,1600.0,5,13750
530,48.0,48071,1025.0,97,0,1400.0,3,9950
531,54.0,47852,1030.0,110,1,1600.0,4,10250
532,54.0,47768,1055.0,110,0,1600.0,3,10850
533,52.0,47689,1075.0,110,0,1600.0,5,11895
534,53.0,47451,1055.0,110,1,1600.0,3,12950
535,50.0,47219,1080.0,110,1,1600.0,5,11950
536,56.0,47211,1070.0,110,1,1600.0,5,10750
537,54.0,46856,1060.0,97,0,1400.0,5,9550
538,56.0,46500,1035.0,86,0,1300.0,5,10950
539,52.0,46449,1035.0,110,1,1600.0,4,11750
540,47.0,46391,1075.0,110,0,1600.0,5,10950
541,54.0,46230,1055.0,110,1,1600.0,3,12450
542,52.0,46029,1030.0,110,1,1600.0,4,10500
543,50.0,46000,1025.0,97,0,1400.0,3,10900
544,50.0,45900,1075.0,110,1,1600.0,5,12950
545,47.0,45850,1060.0,97,0,1400.0,5,10950
546,56.0,45336,1080.0,110,1,1600.0,5,12500
547,55.0,44537,1025.0,97,0,1400.0,3,9950
548,56.0,43700,1025.0,86,1,1300.0,3,10750
549,48.0,43120,1030.0,97,1,1400.0,3,12500
550,49.0,41710,1040.0,110,0,1600.0,3,10450
551,52.0,41700,1025.0,97,1,1400.0,3,10750
552,49.0,41636,1105.0,110,1,1600.0,5,12950
553,50.0,41273,1060.0,97,0,1400.0,5,10995
554,49.0,40836,1075.0,110,0,1600.0,3,11950
555,50.0,40400,1060.0,97,1,1400.0,5,11250
556,47.0,40361,1090.0,110,1,1600.0,5,11950
557,54.0,40325,1045.0,86,0,1300.0,5,13750
558,47.0,40000,1080.0,110,0,1600.0,5,11000
559,50.0,39706,1080.0,110,1,1600.0,5,13500
560,54.0,39291,1040.0,110,1,1600.0,3,10950
561,54.0,39000,1025.0,97,0,1400.0,3,10750
562,47.0,38900,1025.0,97,1,1400.0,3,8950
563,51.0,38403,1055.0,110,0,1600.0,3,12950
564,56.0,37461,1025.0,97,0,1400.0,3,9750
565,54.0,37000,1025.0,97,1,1400.0,3,10900
566,55.0,36406,1035.0,110,1,1600.0,4,10995
567,48.0,36005,1065.0,97,1,1400.0,5,10750
568,52.0,36000,1075.0,110,1,1600.0,5,10950
569,49.0,36000,1080.0,110,0,1600.0,5,13000
570,45.0,36000,1070.0,110,1,1600.0,3,12950
571,52.0,35823,1075.0,110,0,1600.0,5,11500
572,56.0,35230,1025.0,97,0,1400.0,3,10950
573,48.0,35142,1055.0,110,0,1600.0,3,11710
574,49.0,34890,1025.0,97,0,1400.0,3,9980
575,51.0,34882,1075.0,110,1,1600.0,5,12250
576,46.0,34000,1075.0,110,1,1600.0,5,11500
577,56.0,33998,1080.0,110,0,1600.0,5,11950
578,55.0,33230,1050.0,110,0,1600.0,3,11500
579,46.0,33021,1080.0,110,1,1600.0,5,11900
580,49.0,31999,1030.0,97,0,1400.0,3,11930
581,52.0,31579,1025.0,97,0,1400.0,3,10500
582,56.0,31000,1025.0,97,0,1400.0,3,8950
583,46.0,30806,1060.0,97,1,1400.0,5,10450
584,55.0,30461,1050.0,86,1,1300.0,5,10500
585,50.0,29686,1075.0,110,1,1600.0,3,12950
586,55.0,29650,1025.0,86,0,1300.0,3,9950
587,52.0,29500,1055.0,110,1,1600.0,3,12900
588,48.0,28656,1085.0,97,0,1400.0,3,9950
589,55.0,27500,1025.0,97,1,1400.0,3,9950
590,48.0,26938,1040.0,110,1,1600.0,3,10950
591,53.0,26624,1060.0,97,0,1400.0,5,10950
592,47.0,26221,1025.0,97,1,1400.0,3,9950
593,50.0,22648,1060.0,97,1,1400.0,5,10950
594,50.0,22500,1025.0,97,1,1400.0,3,10800
595,56.0,19313,1025.0,97,0,1400.0,3,10500
596,50.0,17619,1030.0,110,0,1600.0,4,10450
597,51.0,17069,1025.0,97,1,1400.0,3,10600
598,48.0,15000,1025.0,97,1,1400.0,3,10450
599,50.0,10210,1065.0,97,0,1400.0,5,12950
600,47.0,5309,1070.0,110,1,1600.0,3,11250
601,50.0,1,1260.0,90,1,2000.0,3,7500
602,52.0,31000,1025.0,97,0,1398.0,3,8950
603,58.0,205000,1100.0,72,1,2000.0,4,6950
604,68.0,204250,1115.0,72,0,2000.0,3,7900
605,68.0,194545,1000.0,86,0,1300.0,4,5950
606,59.0,190900,1115.0,72,1,2000.0,3,7500
607,62.0,183500,1140.0,72,1,2000.0,5,7500
608,65.0,176184,1115.0,72,1,2000.0,3,6900
609,67.0,174833,1100.0,72,0,2000.0,4,5751
610,68.0,155720,1015.0,86,1,1300.0,3,6950
611,67.0,155500,1050.0,110,1,1600.0,5,7950
612,59.0,154783,1120.0,72,1,2000.0,3,7750
613,64.0,154462,1135.0,72,1,2000.0,5,7950
614,64.0,150585,1065.0,110,1,1600.0,3,8250
615,67.0,149000,1135.0,90,1,2000.0,5,6250
616,62.0,147636,1135.0,72,0,2000.0,5,9500
617,59.0,144521,1135.0,72,1,2000.0,5,6900
618,64.0,144000,1065.0,110,1,1600.0,3,8450
619,65.0,140168,1115.0,72,1,2000.0,3,7350
620,68.0,140000,1085.0,110,1,1600.0,5,8950
621,60.0,139800,1115.0,72,0,2000.0,3,6900
622,59.0,137050,1078.0,110,1,1600.0,3,8950
623,61.0,136956,1065.0,110,0,1600.0,3,8750
624,67.0,135337,1120.0,110,1,1600.0,5,7950
625,64.0,133769,1120.0,72,1,2000.0,3,8950
626,58.0,133405,1135.0,72,1,2000.0,5,8950
627,65.0,132807,1135.0,72,1,2000.0,5,8950
628,64.0,132393,1135.0,72,0,2000.0,5,7950
629,60.0,130270,1050.0,110,0,1600.0,3,7750
630,59.0,130000,1135.0,72,1,2000.0,4,7500
631,67.0,127000,1135.0,72,1,2000.0,5,8950
632,67.0,126800,1135.0,72,0,2000.0,5,9800
633,66.0,126452,1085.0,110,1,1600.0,5,9450
634,62.0,125175,1150.0,116,0,2000.0,5,8950
635,68.0,125000,1115.0,72,1,2000.0,3,8750
636,61.0,123000,1135.0,72,0,2000.0,5,10500
637,59.0,121626,1050.0,86,0,1300.0,5,7995
638,64.0,120400,1090.0,110,0,1600.0,5,10450
639,66.0,120000,1100.0,72,0,2000.0,4,9950
640,68.0,119541,1055.0,110,0,1600.0,3,9950
641,68.0,119500,1070.0,110,1,1600.0,5,8950
642,68.0,119289,1035.0,110,1,1600.0,4,7950
643,57.0,118833,1065.0,110,0,1600.0,3,10950
644,64.0,118000,1150.0,72,1,2000.0,5,9950
645,68.0,117955,1065.0,110,1,1600.0,4,8600
646,65.0,117609,1015.0,86,0,1300.0,3,7250
647,68.0,117000,1115.0,72,0,2000.0,3,6950
648,64.0,116000,1045.0,86,0,1300.0,5,8000
649,58.0,115715,1070.0,110,0,1600.0,5,9950
650,60.0,115191,1079.0,110,1,1600.0,4,9450
651,68.0,115071,1055.0,110,1,1600.0,3,7950
652,63.0,115000,1109.0,110,0,1600.0,3,9450
653,64.0,114846,1075.0,110,1,1600.0,5,9950
654,65.0,114383,1260.0,90,0,2000.0,3,6950
655,59.0,113700,1065.0,110,1,1600.0,5,8250
656,67.0,113118,1020.0,86,1,1300.0,3,9950
657,59.0,112827,1040.0,86,1,1300.0,5,8250
658,68.0,112116,1070.0,110,1,1600.0,5,9950
659,66.0,112000,1065.0,110,1,1600.0,3,10500
660,62.0,112000,1135.0,72,0,2000.0,4,7950
661,65.0,111769,1065.0,110,0,1600.0,3,9750
662,61.0,110853,1070.0,110,1,1600.0,5,9250
663,68.0,110287,1050.0,110,1,1600.0,3,9500
664,62.0,109547,1075.0,110,0,1600.0,5,9950
665,63.0,109230,1050.0,110,0,1600.0,3,7750
666,68.0,109150,1075.0,110,0,1600.0,5,9500
667,67.0,108793,1035.0,110,1,1600.0,4,9950
668,64.0,106784,1050.0,110,0,1600.0,3,9750
669,58.0,105942,1040.0,86,0,1300.0,5,9750
670,59.0,105000,1015.0,86,1,1300.0,3,5950
671,62.0,105000,1040.0,86,0,1300.0,5,8500
672,68.0,104299,1085.0,110,1,1600.0,5,8495
673,67.0,104000,1020.0,86,0,1300.0,3,9250
674,68.0,104000,1015.0,86,1,1300.0,3,6900
675,58.0,103458,1025.0,86,1,1300.0,3,8950
676,63.0,103400,1075.0,110,1,1600.0,5,9500
677,63.0,102807,1055.0,86,0,1300.0,5,9250
678,68.0,102494,1090.0,110,0,1600.0,5,9895
679,57.0,102300,1135.0,72,1,2000.0,5,9950
680,61.0,102106,1050.0,110,0,1600.0,3,7950
681,68.0,101889,1075.0,110,1,1600.0,5,8750
682,57.0,101791,1115.0,72,0,2000.0,3,8250
683,63.0,101469,1065.0,110,1,1600.0,3,8950
684,68.0,101001,1075.0,110,0,1600.0,5,8950
685,61.0,100748,1070.0,110,0,1600.0,5,8950
686,65.0,100550,1075.0,110,1,1600.0,5,8950
687,67.0,99781,1085.0,110,1,1600.0,5,9450
688,59.0,98658,1020.0,86,1,1300.0,3,8950
689,65.0,98500,1075.0,110,1,1600.0,5,9250
690,64.0,98291,1000.0,86,0,1300.0,4,8750
691,61.0,97648,1065.0,110,1,1600.0,3,9950
692,61.0,97425,1075.0,110,1,1600.0,5,9950
693,65.0,97173,1015.0,86,0,1300.0,3,9900
694,66.0,97046,1000.0,86,1,1300.0,4,8950
695,67.0,96000,1050.0,110,1,1600.0,3,8950
696,60.0,96000,1100.0,72,0,2000.0,4,12250
697,67.0,95750,1070.0,110,1,1600.0,5,9250
698,61.0,95147,1050.0,110,1,1600.0,3,10250
699,68.0,95000,1050.0,110,0,1600.0,3,8950
700,65.0,95000,1050.0,110,1,1600.0,3,7999
701,66.0,94606,1065.0,110,0,1600.0,3,9900
702,63.0,94504,1000.0,86,1,1300.0,4,8250
703,65.0,93428,1075.0,110,1,1600.0,5,10500
704,65.0,93408,1015.0,86,0,1300.0,3,8450
705,68.0,93296,1090.0,110,1,1600.0,5,9900
706,62.0,93098,1075.0,110,1,1600.0,5,10500
707,67.0,92922,1100.0,72,1,2000.0,4,8500
708,61.0,92498,1050.0,110,1,1600.0,3,9500
709,65.0,92226,1065.0,110,0,1600.0,3,9450
710,68.0,91505,1115.0,72,0,2000.0,3,9900
711,64.0,91333,1050.0,110,1,1600.0,3,8250
712,65.0,91246,1015.0,86,1,1300.0,3,8750
713,58.0,91000,1075.0,110,1,1600.0,5,9500
714,68.0,90727,1050.0,110,0,1600.0,3,8450
715,62.0,90000,1050.0,110,0,1600.0,3,8490
716,60.0,89576,1035.0,110,0,1600.0,4,8750
717,64.0,89145,1025.0,86,1,1300.0,3,9750
718,63.0,89000,1085.0,110,1,1600.0,5,9950
719,68.0,88807,1050.0,110,0,1600.0,3,8500
720,63.0,88685,1070.0,110,0,1600.0,5,8450
721,62.0,88667,1040.0,110,1,1600.0,4,7900
722,57.0,88480,1050.0,110,1,1600.0,3,8750
723,61.0,88127,1015.0,86,0,1300.0,3,7950
724,62.0,88000,1020.0,86,0,1300.0,3,6900
725,65.0,87821,1015.0,86,1,1300.0,3,8150
726,59.0,87654,1065.0,86,1,1300.0,5,10995
727,59.0,86888,1050.0,110,1,1600.0,3,8900
728,59.0,86871,1040.0,86,1,1300.0,5,9500
729,68.0,86714,1035.0,110,1,1600.0,4,8950
730,65.0,85889,1065.0,110,0,1600.0,3,11500
731,62.0,85000,1050.0,110,1,1600.0,3,10450
732,60.0,85000,1025.0,86,1,1300.0,3,10500
733,68.0,84976,1035.0,110,1,1600.0,4,9250
734,65.0,84558,1120.0,110,1,1600.0,5,10950
735,62.0,84549,1075.0,110,0,1600.0,5,10450
736,68.0,84482,1075.0,110,1,1600.0,5,9250
737,62.0,83908,1070.0,110,1,1600.0,5,8750
738,67.0,83560,1015.0,86,0,1300.0,3,8750
739,68.0,83000,1100.0,107,1,1600.0,5,9800
740,64.0,82723,1015.0,86,0,1300.0,3,8250
741,62.0,82421,1065.0,110,1,1600.0,3,10450
742,58.0,82254,1050.0,110,0,1600.0,5,9750
743,61.0,82115,1055.0,110,1,1600.0,3,8950
744,65.0,82000,1015.0,86,1,1300.0,3,7450
745,68.0,81965,1035.0,86,1,1300.0,5,8450
746,66.0,81250,1050.0,110,0,1600.0,3,8250
747,65.0,81192,1065.0,110,1,1600.0,3,10950
748,61.0,81170,1040.0,110,1,1600.0,4,8950
749,66.0,81083,1015.0,86,0,1300.0,3,8750
750,61.0,80714,1075.0,110,1,1600.0,5,10450
751,57.0,80470,1085.0,110,0,1600.0,5,10950
752,65.0,80439,1035.0,110,1,1600.0,4,8450
753,59.0,80430,1065.0,110,1,1600.0,3,9950
754,68.0,80426,1055.0,110,1,1600.0,3,9950
755,62.0,80265,1015.0,86,0,1300.0,3,8750
756,65.0,80153,1070.0,110,0,1600.0,5,9950
757,68.0,80121,1070.0,110,0,1600.0,5,9500
758,65.0,80086,1035.0,110,1,1600.0,4,8250
759,62.0,80000,1075.0,110,0,1600.0,5,10950
760,60.0,80000,1015.0,86,0,1300.0,5,7950
761,65.0,80000,1015.0,86,1,1300.0,2,8250
762,67.0,79858,1040.0,110,1,1600.0,4,9895
763,67.0,79762,1015.0,86,1,1300.0,3,9130
764,59.0,79660,1065.0,86,0,1300.0,5,10950
765,60.0,79150,1075.0,110,1,1600.0,5,10500
766,61.0,79000,1050.0,110,1,1600.0,3,8900
767,57.0,78955,1045.0,86,1,1300.0,5,9500
768,59.0,78750,1155.0,90,1,1975.0,5,10950
769,68.0,78521,1015.0,86,0,1300.0,3,7950
770,64.0,78356,1015.0,86,1,1300.0,3,7950
771,65.0,78076,1015.0,86,1,1300.0,3,7950
772,61.0,78063,1100.0,107,1,1600.0,5,9500
773,67.0,77821,1075.0,110,1,1600.0,5,10950
774,68.0,77695,1035.0,110,1,1600.0,4,9750
775,65.0,77500,1050.0,110,1,1600.0,3,9750
776,63.0,77457,1055.0,110,1,1600.0,3,9450
777,68.0,77029,1015.0,86,1,1300.0,3,8950
778,68.0,77008,1015.0,86,1,1300.0,3,8950
779,66.0,76791,1070.0,110,1,1600.0,5,8900
780,61.0,76700,1035.0,86,1,1300.0,5,9950
781,67.0,76569,1020.0,86,1,1300.0,3,8750
782,59.0,76162,1075.0,110,1,1600.0,5,8950
783,65.0,76155,1035.0,110,1,1600.0,4,8990
784,61.0,75609,1015.0,86,1,1300.0,3,8950
785,62.0,75569,1120.0,72,1,2000.0,3,8950
786,67.0,75429,1065.0,110,1,1600.0,3,9950
787,68.0,75000,1075.0,110,1,1600.0,5,9900
788,65.0,75000,1015.0,86,0,1300.0,3,8950
789,62.0,75000,1070.0,110,1,1600.0,5,8950
790,66.0,74963,1085.0,107,0,1600.0,3,9500
791,68.0,74889,1015.0,86,1,1300.0,3,7950
792,68.0,74875,1070.0,110,0,1600.0,5,7750
793,63.0,74747,1075.0,110,1,1600.0,5,8950
794,60.0,74720,1085.0,110,1,1600.0,5,11950
795,62.0,74457,1075.0,110,0,1600.0,5,8950
796,60.0,74337,1035.0,86,0,1300.0,5,11950
797,68.0,74308,1050.0,110,0,1600.0,3,8950
798,64.0,74193,1050.0,110,0,1600.0,3,9950
799,65.0,74179,1050.0,110,1,1600.0,3,8250
800,67.0,73936,1050.0,86,1,1300.0,5,8995
801,61.0,73894,1065.0,110,1,1600.0,3,9995
802,64.0,73500,1050.0,110,1,1600.0,3,9250
803,64.0,73376,1070.0,110,0,1600.0,5,10950
804,64.0,73300,1015.0,86,1,1300.0,3,8900
805,58.0,73172,1075.0,110,1,1600.0,5,9500
806,58.0,72928,1075.0,110,1,1600.0,5,9950
807,67.0,72880,1015.0,86,1,1332.0,3,7950
808,63.0,72522,1050.0,110,1,1600.0,3,8250
809,64.0,72000,1015.0,86,1,1300.0,3,9450
810,57.0,72000,1015.0,86,0,1300.0,3,7950
811,59.0,71366,1065.0,110,0,1600.0,3,9500
812,65.0,71317,1050.0,110,0,1600.0,3,8950
813,62.0,71000,1070.0,110,0,1600.0,5,10950
814,60.0,70954,1050.0,110,0,1600.0,3,8950
815,63.0,70908,1035.0,86,0,1300.0,5,9450
816,58.0,70560,1050.0,110,1,1600.0,3,8000
817,67.0,70552,1075.0,110,0,1600.0,5,9900
818,62.0,70500,1035.0,110,1,1600.0,5,8950
819,60.0,70453,1135.0,72,0,2000.0,5,10900
820,59.0,70218,1050.0,110,1,1600.0,3,9450
821,64.0,70116,1035.0,110,1,1600.0,4,8450
822,65.0,70068,1075.0,110,1,1600.0,5,9500
823,67.0,70000,1065.0,107,1,1587.0,3,10500
824,68.0,70000,1015.0,86,1,1300.0,3,6950
825,68.0,69103,1035.0,110,0,1600.0,4,9750
826,58.0,69022,1035.0,86,1,1300.0,5,6950
827,67.0,69000,1065.0,110,1,1600.0,3,9650
828,68.0,68865,1065.0,110,1,1600.0,3,9950
829,58.0,68723,1025.0,86,0,1300.0,3,9250
830,63.0,68453,1070.0,110,1,1600.0,5,8950
831,63.0,68238,1050.0,86,0,1300.0,5,9900
832,63.0,68153,1085.0,110,1,1600.0,5,10995
833,65.0,68000,1075.0,110,0,1600.0,5,10500
834,65.0,68000,1015.0,86,1,1300.0,3,8950
835,67.0,67762,1065.0,110,1,1600.0,3,9750
836,68.0,67146,1075.0,110,1,1600.0,5,10950
837,67.0,67110,1035.0,86,1,1300.0,5,9750
838,59.0,67010,1065.0,110,1,1600.0,3,9950
839,65.0,67003,1035.0,110,1,1600.0,4,10500
840,68.0,66785,1045.0,86,0,1300.0,3,10400
841,68.0,66550,1010.0,86,0,1332.0,3,8800
842,61.0,66259,1065.0,110,1,1600.0,3,10500
843,62.0,66082,1070.0,110,0,1600.0,5,9250
844,65.0,66000,1015.0,86,1,1300.0,3,7800
845,61.0,66000,1050.0,110,0,1600.0,3,9950
846,63.0,65896,1065.0,110,1,1600.0,3,10750
847,67.0,65785,1075.0,110,1,1600.0,5,10950
848,65.0,65513,1070.0,110,1,1600.0,4,9950
849,59.0,65463,1070.0,110,1,1600.0,5,9950
850,68.0,65400,1000.0,86,1,1300.0,4,8100
851,60.0,65259,1050.0,110,1,1600.0,3,9250
852,64.0,65000,1050.0,110,1,1600.0,3,7800
853,68.0,65000,1070.0,110,0,1600.0,5,9000
854,57.0,65000,1035.0,110,0,1600.0,4,8950
855,62.0,64966,1020.0,86,0,1300.0,3,8950
856,68.0,64950,1075.0,110,1,1600.0,5,9950
857,60.0,64914,1070.0,110,1,1600.0,5,8500
858,62.0,64797,1075.0,110,1,1600.0,5,7995
859,65.0,64772,1050.0,110,1,1600.0,3,8750
860,63.0,64690,1020.0,86,0,1300.0,3,9750
861,65.0,64630,1070.0,110,0,1600.0,5,10950
862,67.0,64613,1085.0,110,1,1600.0,5,9750
863,60.0,64383,1015.0,86,0,1300.0,3,8200
864,68.0,64000,1075.0,110,0,1600.0,5,8950
865,66.0,63881,1015.0,86,0,1300.0,3,9500
866,58.0,63870,1135.0,72,0,2000.0,5,10950
867,66.0,63328,1065.0,86,0,1300.0,5,9750
868,65.0,63000,1065.0,86,1,1300.0,5,9950
869,61.0,63000,1050.0,86,0,1300.0,3,10450
870,65.0,62396,1050.0,110,0,1600.0,3,9850
871,62.0,62377,1075.0,110,1,1600.0,5,9450
872,67.0,62316,1050.0,110,1,1600.0,3,10295
873,68.0,62292,1065.0,110,1,1600.0,3,9750
874,65.0,62225,1050.0,110,1,1600.0,3,8950
875,68.0,62222,1075.0,110,0,1600.0,5,9900
876,66.0,62135,1035.0,86,1,1300.0,5,8750
877,58.0,62024,1075.0,110,1,1600.0,5,9950
878,60.0,61977,1015.0,86,1,1300.0,3,8500
879,62.0,61930,1035.0,110,1,1600.0,4,9950
880,57.0,61682,1050.0,110,0,1600.0,3,10950
881,68.0,61568,1035.0,110,1,1600.0,4,9795
882,68.0,61504,1035.0,110,1,1600.0,4,8750
883,65.0,61384,1050.0,110,1,1600.0,3,8250
884,58.0,61343,1075.0,110,1,1600.0,5,9950
885,62.0,61254,1075.0,110,0,1600.0,5,9950
886,59.0,61166,1050.0,110,1,1600.0,3,10500
887,62.0,61149,1040.0,86,1,1300.0,5,9750
888,61.0,61144,1090.0,110,1,1600.0,5,11250
889,59.0,61127,1050.0,110,1,1600.0,3,8900
890,60.0,61100,1015.0,86,1,1300.0,3,7950
891,68.0,61100,1075.0,110,1,1600.0,5,11500
892,57.0,61000,1050.0,110,1,1600.0,3,9450
893,65.0,60724,1015.0,86,1,1300.0,3,7995
894,59.0,60708,1045.0,86,1,1300.0,5,10995
895,61.0,60532,1050.0,110,1,1600.0,3,8950
896,67.0,60000,1030.0,86,0,1300.0,4,8250
897,66.0,60000,1015.0,86,1,1300.0,3,8950
898,65.0,60000,1015.0,86,1,1300.0,3,8950
899,62.0,59295,1035.0,86,0,1300.0,5,9500
900,65.0,59264,1015.0,86,0,1300.0,3,7500
901,63.0,59000,1050.0,110,0,1600.0,3,8950
902,63.0,59000,1035.0,86,1,1300.0,5,9950
903,65.0,59000,1075.0,110,0,1600.0,5,9750
904,61.0,59000,1070.0,110,1,1600.0,5,9450
905,65.0,59000,1050.0,110,0,1600.0,3,9950
906,68.0,58860,1055.0,110,1,1600.0,3,9750
907,65.0,58829,1050.0,110,0,1600.0,3,8950
908,66.0,58654,1070.0,110,1,1600.0,5,8250
909,65.0,58300,1015.0,86,1,1300.0,3,7750
910,60.0,58269,1050.0,110,1,1600.0,3,8950
911,64.0,58136,1075.0,110,1,1600.0,5,9950
912,66.0,58113,1085.0,107,1,1600.0,3,9450
913,67.0,58058,1065.0,110,1,1600.0,3,12950
914,58.0,58000,1050.0,110,1,1600.0,3,9950
915,62.0,58000,1065.0,110,1,1600.0,3,10495
916,68.0,57565,1035.0,86,1,1300.0,5,7950
917,63.0,57413,1115.0,107,0,1600.0,5,10500
918,65.0,57374,1075.0,110,1,1600.0,5,8950
919,62.0,57179,1075.0,110,1,1600.0,5,9900
920,61.0,57169,1065.0,110,1,1600.0,3,9995
921,63.0,57124,1065.0,110,1,1600.0,3,9950
922,63.0,57000,1050.0,110,1,1600.0,3,9950
923,67.0,57000,1050.0,110,0,1600.0,3,8250
924,63.0,57000,1035.0,86,1,1300.0,5,9950
925,59.0,56259,1015.0,86,0,1300.0,3,8950
926,62.0,56209,1080.0,107,1,1600.0,3,10950
927,67.0,56074,1000.0,86,0,1300.0,4,9250
928,63.0,55942,1070.0,110,1,1600.0,5,9950
929,57.0,55844,1045.0,86,1,1300.0,5,9995
930,61.0,55747,1020.0,86,0,1300.0,3,8750
931,58.0,55478,1045.0,86,0,1300.0,5,10950
932,60.0,55085,1105.0,107,0,1600.0,5,10350
933,65.0,55061,1070.0,110,1,1600.0,5,9950
934,65.0,55000,1015.0,86,1,1300.0,3,8950
935,57.0,55000,1075.0,110,0,1600.0,5,10950
936,63.0,54936,1075.0,110,1,1600.0,5,10950
937,68.0,54875,1070.0,110,1,1600.0,5,8950
938,67.0,54847,1050.0,110,0,1600.0,3,8900
939,60.0,54554,1065.0,110,1,1600.0,3,10250
940,61.0,54125,1035.0,110,1,1600.0,5,9450
941,61.0,54000,1055.0,110,1,1600.0,3,9250
942,57.0,54000,1075.0,110,1,1600.0,5,10500
943,58.0,54000,1035.0,86,0,1300.0,5,7350
944,57.0,54000,1135.0,110,1,1600.0,3,10250
945,62.0,53285,1075.0,110,1,1600.0,5,10250
946,65.0,53053,1075.0,110,1,1600.0,5,11500
947,68.0,53000,1075.0,110,1,1587.0,3,8950
948,68.0,53000,1015.0,86,0,1300.0,3,7750
949,64.0,52968,1050.0,110,1,1600.0,3,9500
950,67.0,52800,1015.0,86,1,1300.0,3,8450
951,57.0,52548,1050.0,110,0,1600.0,3,8950
952,60.0,52487,1035.0,110,1,1600.0,4,8400
953,66.0,52383,1015.0,86,0,1300.0,3,9250
954,61.0,52112,1035.0,110,1,1600.0,4,8900
955,58.0,51712,1050.0,110,0,1600.0,3,8750
956,58.0,51421,1105.0,110,0,1600.0,5,10950
957,61.0,51235,1000.0,86,1,1300.0,4,8950
958,65.0,51000,1015.0,86,1,1300.0,3,8950
959,61.0,50925,1070.0,110,1,1600.0,5,8895
960,66.0,50806,1320.0,86,0,1300.0,3,9390
961,59.0,50469,1070.0,110,1,1600.0,5,8750
962,61.0,50173,1075.0,110,1,1600.0,5,9750
963,62.0,50000,1075.0,110,1,1600.0,5,9950
964,65.0,49942,1065.0,110,0,1600.0,3,10950
965,67.0,49585,1085.0,110,0,1600.0,5,9900
966,62.0,49258,1035.0,110,1,1600.0,4,9500
967,61.0,49000,1050.0,110,0,1600.0,3,9950
968,63.0,48738,1055.0,110,0,1600.0,5,9950
969,62.0,47750,1040.0,86,1,1300.0,5,10500
970,63.0,47612,1015.0,86,0,1300.0,3,9950
971,68.0,47500,1035.0,86,1,1300.0,5,10495
972,66.0,47237,1050.0,110,0,1600.0,3,9500
973,58.0,47171,1015.0,86,1,1300.0,3,8500
974,60.0,47060,1035.0,110,0,1600.0,4,10450
975,65.0,47014,1015.0,86,1,1300.0,3,8950
976,59.0,46929,1025.0,86,1,1300.0,3,9900
977,63.0,46000,1035.0,86,0,1300.0,5,8900
978,65.0,45681,1050.0,110,0,1600.0,3,8745
979,65.0,45549,1015.0,86,1,1300.0,3,8750
980,57.0,45000,1050.0,110,1,1600.0,5,10750
981,57.0,45000,1050.0,110,1,1600.0,3,9750
982,65.0,45000,1075.0,110,0,1600.0,5,8850
983,66.0,45000,1035.0,86,1,1300.0,5,7950
984,63.0,45000,1035.0,110,1,1600.0,4,9450
985,61.0,45000,1085.0,107,0,1600.0,3,9950
986,63.0,44944,1035.0,110,1,1600.0,4,8250
987,61.0,44597,1015.0,86,0,1300.0,3,9950
988,68.0,44458,1015.0,86,0,1300.0,3,9995
989,59.0,43818,1070.0,110,0,1600.0,5,9950
990,60.0,43426,1070.0,110,1,1600.0,5,10495
991,58.0,43000,1114.0,110,1,1600.0,4,7950
992,68.0,43000,1035.0,110,1,1600.0,5,8950
993,57.0,43000,1075.0,110,0,1600.0,5,9695
994,64.0,43000,1015.0,86,0,1300.0,3,7750
995,68.0,42750,1050.0,110,1,1600.0,3,9950
996,67.0,42102,1075.0,110,1,1600.0,5,9950
997,63.0,41586,1114.0,110,1,1600.0,5,9950
